Entity Name,Plant State,Technology,Nameplate Capacity (MW),County,Sector,Operating Year
"Duke Energy Florida, LLC",FL,Natural Gas Fired Combined Cycle,191.3,Polk,Electric Utility,2003.0
"Duke Energy Florida, LLC",FL,Natural Gas Fired Combined Cycle,178.5,Polk,Electric Utility,2005.0
"Duke Energy Florida, LLC",FL,Natural Gas Fired Combined Cycle,178.5,Polk,Electric Utility,2005.0
"Duke Energy Florida, LLC",FL,Natural Gas Fired Combined Cycle,204.0,Polk,Electric Utility,2005.0
"Duke Energy Florida, LLC",FL,Natural Gas Fired Combined Cycle,199.0,Polk,Electric Utility,2007.0
"Duke Energy Florida, LLC",FL,Natural Gas Fired Combined Cycle,199.0,Polk,Electric Utility,2007.0
"Duke Energy Florida, LLC",FL,Natural Gas Fired Combined Cycle,212.5,Polk,Electric Utility,2007.0
City of Redding - (CA),CA,Natural Gas Fired Combustion Turbine,18.0,Shasta,Electric Utility,1996.0
City of Redding - (CA),CA,Natural Gas Fired Combustion Turbine,27.9,Shasta,Electric Utility,1996.0
City of Redding - (CA),CA,Natural Gas Fired Combustion Turbine,27.9,Shasta,Electric Utility,1996.0
City of Redding - (CA),CA,Natural Gas Fired Combined Cycle,26.8,Shasta,Electric Utility,1989.0
City of Redding - (CA),CA,Natural Gas Fired Combined Cycle,40.0,Shasta,Electric Utility,2002.0
City of Redding - (CA),CA,Natural Gas Fired Combined Cycle,42.5,Shasta,Electric Utility,2011.0
New York Power Authority,NY,Natural Gas Fired Combined Cycle,170.0,Suffolk,Electric Utility,1994.0
New York Power Authority,NY,Natural Gas Fired Combined Cycle,0.0,Suffolk,Electric Utility,1994.0
Turlock Irrigation District,CA,Natural Gas Fired Combustion Turbine,49.5,Stanislaus,Electric Utility,1996.0
Turlock Irrigation District,CA,Natural Gas Fired Combustion Turbine,58.0,Stanislaus,Electric Utility,2012.0
Turlock Irrigation District,CA,Natural Gas Fired Combustion Turbine,58.0,Stanislaus,Electric Utility,2012.0
Turlock Irrigation District,CA,Natural Gas Fired Combustion Turbine,58.0,Stanislaus,Electric Utility,2012.0
NRG Texas Power LLC,TX,Natural Gas Fired Combustion Turbine,88.2,Harris,IPP Non-CHP,1995.0
NRG Texas Power LLC,TX,Natural Gas Fired Combustion Turbine,88.2,Harris,IPP Non-CHP,1995.0
City of Santa Clara - (CA),CA,Conventional Hydroelectric,22.0,Plumas,Electric Utility,1993.0
"Duke Energy Florida, LLC",FL,Natural Gas Fired Combustion Turbine,54.2,Alachua,Electric Utility,1994.0
Northern California Power Agny,CA,Geothermal,55.0,Sonoma,Electric Utility,1983.0
Northern California Power Agny,CA,Geothermal,55.0,Sonoma,Electric Utility,1983.0
Northern California Power Agny,CA,Geothermal,55.0,Sonoma,Electric Utility,1985.0
Northern California Power Agny,CA,Geothermal,55.0,Sonoma,Electric Utility,1986.0
Seminole Electric Cooperative Inc,FL,Natural Gas Fired Combined Cycle,181.1,Hardee,Electric Utility,2002.0
Seminole Electric Cooperative Inc,FL,Natural Gas Fired Combined Cycle,181.1,Hardee,Electric Utility,2002.0
Seminole Electric Cooperative Inc,FL,Natural Gas Fired Combustion Turbine,62.0,Hardee,Electric Utility,2006.0
Seminole Electric Cooperative Inc,FL,Natural Gas Fired Combustion Turbine,62.0,Hardee,Electric Utility,2006.0
Seminole Electric Cooperative Inc,FL,Natural Gas Fired Combustion Turbine,62.0,Hardee,Electric Utility,2006.0
Seminole Electric Cooperative Inc,FL,Natural Gas Fired Combustion Turbine,62.0,Hardee,Electric Utility,2006.0
Seminole Electric Cooperative Inc,FL,Natural Gas Fired Combustion Turbine,62.0,Hardee,Electric Utility,2006.0
Seminole Electric Cooperative Inc,FL,Natural Gas Fired Combined Cycle,181.1,Hardee,Electric Utility,2002.0
City of Chicopee - (MA),MA,Petroleum Liquids,2.7,Hampden,Electric Utility,1978.0
City of Chicopee - (MA),MA,Petroleum Liquids,2.7,Hampden,Electric Utility,1978.0
City of Chicopee - (MA),MA,Petroleum Liquids,2.7,Hampden,Electric Utility,1978.0
City of Bay City - (MI),MI,Natural Gas Internal Combustion Engine,5.7,Bay,Electric Utility,1980.0
City of Bay City - (MI),MI,Natural Gas Internal Combustion Engine,6.9,Bay,Electric Utility,1984.0
City of Bay City - (MI),MI,Natural Gas Internal Combustion Engine,7.7,Bay,Electric Utility,1993.0
City of Bay City - (MI),MI,Natural Gas Internal Combustion Engine,7.7,Bay,Electric Utility,1993.0
City of Lakefield - (MN),MN,Petroleum Liquids,1.2,Jackson,Electric Utility,1985.0
City of Lakefield - (MN),MN,Petroleum Liquids,2.2,Jackson,Electric Utility,2003.0
City of Springfield - (IL),IL,Natural Gas Fired Combustion Turbine,138.6,Sangamon,Electric Utility,1997.0
Town of Edenton - (NC),NC,Petroleum Liquids,1.2,Chowan,Electric Utility,1988.0
Town of Edenton - (NC),NC,Petroleum Liquids,1.2,Chowan,Electric Utility,2014.0
City of Vernon,CA,Petroleum Liquids,6.0,Los Angeles,Electric Utility,1933.0
City of Vernon,CA,Petroleum Liquids,6.0,Los Angeles,Electric Utility,1933.0
City of Vernon,CA,Petroleum Liquids,6.0,Los Angeles,Electric Utility,1933.0
City of Vernon,CA,Petroleum Liquids,6.0,Los Angeles,Electric Utility,1933.0
City of Vernon,CA,Petroleum Liquids,6.0,Los Angeles,Electric Utility,1933.0
City of Manassas - (VA),VA,Petroleum Liquids,1.1,Prince William,Electric Utility,1996.0
City of Manassas - (VA),VA,Petroleum Liquids,1.6,Prince William,Electric Utility,1987.0
City of Manassas - (VA),VA,Petroleum Liquids,1.6,Prince William,Electric Utility,1987.0
City of Manassas - (VA),VA,Petroleum Liquids,1.5,Prince William,Electric Utility,1992.0
City of Manassas - (VA),VA,Petroleum Liquids,1.6,Prince William,Electric Utility,1990.0
City of Manassas - (VA),VA,Petroleum Liquids,1.6,Prince William,Electric Utility,1990.0
City of Manassas - (VA),VA,Petroleum Liquids,1.6,Prince William,Electric Utility,1992.0
City of Manassas - (VA),VA,Petroleum Liquids,1.6,Prince William,Electric Utility,1990.0
City of Manassas - (VA),VA,Petroleum Liquids,1.6,Prince William,Electric Utility,1990.0
City of Manassas - (VA),VA,Petroleum Liquids,1.6,Prince William,Electric Utility,1990.0
City of Manassas - (VA),VA,Petroleum Liquids,1.6,Prince William,Electric Utility,1990.0
City of Manassas - (VA),VA,Petroleum Liquids,1.6,Prince William,Electric Utility,1990.0
City of Manassas - (VA),VA,Petroleum Liquids,1.6,Prince William,Electric Utility,1990.0
City of Manassas - (VA),VA,Petroleum Liquids,1.6,Prince William,Electric Utility,1990.0
City of Manassas - (VA),VA,Petroleum Liquids,2.0,Prince William,Electric Utility,2009.0
City of Manassas - (VA),VA,Petroleum Liquids,1.6,Prince William,Electric Utility,1992.0
City of Manassas - (VA),VA,Petroleum Liquids,1.6,Prince William,Electric Utility,1993.0
City of Manassas - (VA),VA,Petroleum Liquids,1.6,Prince William,Electric Utility,1993.0
City of Manassas - (VA),VA,Petroleum Liquids,1.6,Prince William,Electric Utility,1992.0
Northern California Power Agny,CA,Natural Gas Fired Combustion Turbine,50.0,San Joaquin,Electric Utility,1996.0
Northern California Power Agny,CA,Natural Gas Fired Combustion Turbine,27.4,Alameda,Electric Utility,1986.0
Northern California Power Agny,CA,Natural Gas Fired Combustion Turbine,27.4,Alameda,Electric Utility,1986.0
Northern California Power Agny,CA,Natural Gas Fired Combustion Turbine,27.4,San Joaquin,Electric Utility,1986.0
City of Roseville - (CA),CA,Natural Gas Fired Combustion Turbine,33.0,Placer,Electric Utility,1986.0
City of Roseville - (CA),CA,Natural Gas Fired Combustion Turbine,33.0,Placer,Electric Utility,1986.0
City of Rock Falls - (IL),IL,Conventional Hydroelectric,1.1,Whiteside,Electric Utility,1988.0
City of Rock Falls - (IL),IL,Conventional Hydroelectric,1.1,Whiteside,Electric Utility,1988.0
City of Ukiah - (CA),CA,Conventional Hydroelectric,1.0,Mendocino,Electric Utility,1987.0
City of Ukiah - (CA),CA,Conventional Hydroelectric,2.5,Mendocino,Electric Utility,1987.0
City of Croswell - (MI),MI,Petroleum Liquids,0.6,Sanilac,Electric Utility,1982.0
City of Croswell - (MI),MI,Petroleum Liquids,0.7,Sanilac,Electric Utility,1984.0
City of Croswell - (MI),MI,Petroleum Liquids,1.2,Sanilac,Electric Utility,1988.0
City of Croswell - (MI),MI,Petroleum Liquids,1.3,Sanilac,Electric Utility,1990.0
City of Croswell - (MI),MI,Petroleum Liquids,1.3,Sanilac,Electric Utility,1996.0
Town of Princeton - (MA),MA,Onshore Wind Turbine,3.0,Worcester,Electric Utility,2010.0
"Hydro Sierra Energy, LLC",CA,Conventional Hydroelectric,2.0,Yuba,IPP Non-CHP,1993.0
City of San Antonio - (TX),TX,Natural Gas Fired Combined Cycle,187.5,Bexar,Electric Utility,2000.0
City of San Antonio - (TX),TX,Natural Gas Fired Combined Cycle,187.5,Bexar,Electric Utility,2000.0
City of San Antonio - (TX),TX,Natural Gas Fired Combined Cycle,200.0,Bexar,Electric Utility,2000.0
Sacramento Municipal Util Dist,CA,Onshore Wind Turbine,24.0,Solano,Electric Utility,2006.0
Sacramento Municipal Util Dist,CA,Onshore Wind Turbine,63.0,Solano,Electric Utility,2007.0
Sacramento Municipal Util Dist,CA,Onshore Wind Turbine,128.0,Solano,Electric Utility,2012.0
Sacramento Municipal Util Dist,CA,Onshore Wind Turbine,85.5,Solano,Electric Utility,2024.0
Sacramento Municipal Util Dist,CA,Natural Gas Fired Combustion Turbine,54.0,Sacramento,Electric Utility,1995.0
Sacramento Municipal Util Dist,CA,Natural Gas Fired Combined Cycle,17.5,Sacramento,Electric Utility,1995.0
Sacramento Municipal Util Dist,CA,Natural Gas Fired Combined Cycle,54.0,Sacramento,Electric Utility,1995.0
Duke Energy Progress - (NC),NC,Natural Gas Fired Combustion Turbine,195.2,Wayne,Electric Utility,2000.0
Duke Energy Progress - (NC),NC,Natural Gas Fired Combustion Turbine,195.2,Wayne,Electric Utility,2000.0
Duke Energy Progress - (NC),NC,Natural Gas Fired Combustion Turbine,195.2,Wayne,Electric Utility,2000.0
Duke Energy Progress - (NC),NC,Natural Gas Fired Combustion Turbine,195.2,Wayne,Electric Utility,2000.0
Duke Energy Progress - (NC),NC,Natural Gas Fired Combustion Turbine,198.9,Wayne,Electric Utility,2009.0
Sacramento Municipal Util Dist,CA,Natural Gas Fired Combined Cycle,49.8,Sacramento,Electric Utility,1997.0
Sacramento Municipal Util Dist,CA,Natural Gas Fired Combined Cycle,49.8,Sacramento,Electric Utility,1997.0
Sacramento Municipal Util Dist,CA,Natural Gas Fired Combined Cycle,49.8,Sacramento,Electric Utility,1997.0
Sacramento Municipal Util Dist,CA,Natural Gas Fired Combustion Turbine,44.0,Sacramento,Electric Utility,2001.0
Sacramento Municipal Util Dist,CA,Natural Gas Fired Combined Cycle,118.7,Sacramento,Electric Utility,1997.0
Sacramento Municipal Util Dist,CA,Natural Gas Fired Combined Cycle,55.2,Sacramento,Electric Utility,1997.0
State Farm Insurance,IL,Petroleum Liquids,1.7,McLean,Commercial Non-CHP,1996.0
State Farm Insurance,IL,Petroleum Liquids,1.7,McLean,Commercial Non-CHP,1996.0
State Farm Insurance,IL,Petroleum Liquids,1.7,McLean,Commercial Non-CHP,1996.0
Erie Boulevard Hydropower LP,NY,Conventional Hydroelectric,1.0,St Lawrence,IPP Non-CHP,1986.0
Erie Boulevard Hydropower LP,NY,Conventional Hydroelectric,0.1,St Lawrence,IPP Non-CHP,1986.0
Solano Irrigation District,CA,Conventional Hydroelectric,5.0,Solano,Electric Utility,1983.0
Solano Irrigation District,CA,Conventional Hydroelectric,5.0,Solano,Electric Utility,1983.0
Solano Irrigation District,CA,Conventional Hydroelectric,1.5,Solano,Electric Utility,1983.0
"Duke Energy Florida, LLC",FL,Natural Gas Fired Combined Cycle,195.2,Polk,Electric Utility,1997.0
"Duke Energy Florida, LLC",FL,Natural Gas Fired Combined Cycle,82.9,Polk,Electric Utility,1997.0
Florida Power & Light Co,FL,Natural Gas Fired Combustion Turbine,4.7,Santa Rosa,Electric Utility,1998.0
Florida Power & Light Co,FL,Natural Gas Fired Combustion Turbine,4.7,Santa Rosa,Electric Utility,1998.0
Florida Power & Light Co,FL,Natural Gas Fired Combustion Turbine,4.7,Santa Rosa,Electric Utility,1998.0
"Earthrise Energy, PBC",IL,Natural Gas Fired Combustion Turbine,47.0,Vermilion,IPP Non-CHP,1999.0
"Earthrise Energy, PBC",IL,Natural Gas Fired Combustion Turbine,47.0,Vermilion,IPP Non-CHP,1999.0
"Earthrise Energy, PBC",IL,Natural Gas Fired Combustion Turbine,47.0,Vermilion,IPP Non-CHP,1999.0
"Earthrise Energy, PBC",IL,Natural Gas Fired Combustion Turbine,47.0,Vermilion,IPP Non-CHP,1999.0
"Allegany Generating Station, LLC",NY,Natural Gas Fired Combined Cycle,42.0,Allegany,IPP Non-CHP,1994.0
"Allegany Generating Station, LLC",NY,Natural Gas Fired Combined Cycle,25.0,Allegany,IPP Non-CHP,1994.0
City of Manassas - (VA),VA,Petroleum Liquids,12.0,Prince William,Electric Utility,1997.0
City of Manassas - (VA),VA,Petroleum Liquids,1.8,Prince William,Electric Utility,1997.0
City of Manassas - (VA),VA,Petroleum Liquids,1.8,Prince William,Electric Utility,1997.0
City of Manassas - (VA),VA,Petroleum Liquids,1.8,Prince William,Electric Utility,1997.0
City of Manassas - (VA),VA,Petroleum Liquids,1.8,Prince William,Electric Utility,1997.0
City of Manassas - (VA),VA,Petroleum Liquids,1.8,Prince William,Electric Utility,1996.0
City of Manassas - (VA),VA,Petroleum Liquids,1.8,Prince William,Electric Utility,2009.0
Duke Energy Progress - (NC),NC,Natural Gas Fired Combustion Turbine,199.4,Richmond,Electric Utility,2001.0
Duke Energy Progress - (NC),NC,Natural Gas Fired Combustion Turbine,199.4,Richmond,Electric Utility,2001.0
Duke Energy Progress - (NC),NC,Natural Gas Fired Combustion Turbine,199.4,Richmond,Electric Utility,2001.0
Duke Energy Progress - (NC),NC,Natural Gas Fired Combustion Turbine,199.4,Richmond,Electric Utility,2001.0
Duke Energy Progress - (NC),NC,Natural Gas Fired Combined Cycle,191.2,Richmond,Electric Utility,2011.0
Duke Energy Progress - (NC),NC,Natural Gas Fired Combustion Turbine,199.4,Richmond,Electric Utility,2002.0
Duke Energy Progress - (NC),NC,Natural Gas Fired Combined Cycle,199.4,Richmond,Electric Utility,2002.0
Duke Energy Progress - (NC),NC,Natural Gas Fired Combined Cycle,199.4,Richmond,Electric Utility,2002.0
Duke Energy Progress - (NC),NC,Natural Gas Fired Combined Cycle,191.2,Richmond,Electric Utility,2011.0
Duke Energy Progress - (NC),NC,Natural Gas Fired Combined Cycle,195.5,Richmond,Electric Utility,2002.0
Duke Energy Progress - (NC),NC,Natural Gas Fired Combined Cycle,271.1,Richmond,Electric Utility,2011.0
Village of Sebewaing - (MI),MI,Natural Gas Internal Combustion Engine,4.4,Huron,Electric Utility,2020.0
Village of Sebewaing - (MI),MI,Natural Gas Internal Combustion Engine,3.3,Huron,Electric Utility,2020.0
"Prairie Power, Inc",IL,Natural Gas Fired Combustion Turbine,30.0,Scott,Electric Utility,1999.0
"Prairie Power, Inc",IL,Natural Gas Fired Combustion Turbine,30.0,Scott,Electric Utility,1999.0
"Prairie Power, Inc",IL,Natural Gas Fired Combustion Turbine,20.0,Scott,Electric Utility,1999.0
"Prairie Power, Inc",IL,Natural Gas Fired Combustion Turbine,20.0,Scott,Electric Utility,1999.0
"Prairie Power, Inc",IL,Natural Gas Fired Combustion Turbine,25.0,Scott,Electric Utility,1999.0
"Prairie Power, Inc",IL,Natural Gas Fired Combustion Turbine,48.0,Scott,Electric Utility,2016.0
Wisconsin Electric Power Co,MI,Conventional Hydroelectric,8.0,Dickinson,Electric Utility,1949.0
Wisconsin Electric Power Co,MI,Conventional Hydroelectric,8.0,Dickinson,Electric Utility,1949.0
Wisconsin Electric Power Co,MI,Conventional Hydroelectric,2.2,Dickinson,Electric Utility,1914.0
Wisconsin Electric Power Co,MI,Conventional Hydroelectric,2.2,Dickinson,Electric Utility,1914.0
Imperial Irrigation District,CA,Natural Gas Fired Combustion Turbine,24.9,Imperial,Electric Utility,1979.0
Imperial Irrigation District,CA,Petroleum Liquids,24.9,Imperial,Electric Utility,1980.0
Southern Power Co,NC,Natural Gas Fired Combustion Turbine,199.4,Rowan,IPP Non-CHP,2001.0
Southern Power Co,NC,Natural Gas Fired Combustion Turbine,199.4,Rowan,IPP Non-CHP,2001.0
Southern Power Co,NC,Natural Gas Fired Combustion Turbine,199.4,Rowan,IPP Non-CHP,2001.0
Southern Power Co,NC,Natural Gas Fired Combined Cycle,199.4,Rowan,IPP Non-CHP,2003.0
Southern Power Co,NC,Natural Gas Fired Combined Cycle,199.4,Rowan,IPP Non-CHP,2003.0
Southern Power Co,NC,Natural Gas Fired Combined Cycle,195.0,Rowan,IPP Non-CHP,2003.0
Great Lakes Energy Coop,MI,Petroleum Liquids,1.2,Charlevoix,Electric Utility,2000.0
Great Lakes Energy Coop,MI,Petroleum Liquids,1.2,Charlevoix,Electric Utility,2000.0
Great Lakes Energy Coop,MI,Petroleum Liquids,0.9,Charlevoix,Electric Utility,2001.0
Old Dominion Electric Coop,VA,Natural Gas Fired Combustion Turbine,198.9,Fauquier,Electric Utility,2004.0
Old Dominion Electric Coop,VA,Natural Gas Fired Combustion Turbine,198.9,Fauquier,Electric Utility,2004.0
Old Dominion Electric Coop,VA,Natural Gas Fired Combustion Turbine,198.9,Fauquier,Electric Utility,2004.0
Old Dominion Electric Coop,VA,Natural Gas Fired Combustion Turbine,86.7,Louisa,Electric Utility,2003.0
Old Dominion Electric Coop,VA,Natural Gas Fired Combustion Turbine,86.7,Louisa,Electric Utility,2003.0
Old Dominion Electric Coop,VA,Natural Gas Fired Combustion Turbine,86.7,Louisa,Electric Utility,2003.0
Old Dominion Electric Coop,VA,Natural Gas Fired Combustion Turbine,86.7,Louisa,Electric Utility,2003.0
Old Dominion Electric Coop,VA,Natural Gas Fired Combustion Turbine,198.9,Louisa,Electric Utility,2003.0
Virginia Electric & Power Co,VA,Natural Gas Fired Combustion Turbine,178.5,Fauquier,Electric Utility,2000.0
Virginia Electric & Power Co,VA,Natural Gas Fired Combustion Turbine,170.0,Fauquier,Electric Utility,2000.0
Virginia Electric & Power Co,VA,Natural Gas Fired Combustion Turbine,178.5,Fauquier,Electric Utility,2000.0
Virginia Electric & Power Co,VA,Natural Gas Fired Combustion Turbine,178.5,Fauquier,Electric Utility,2000.0
Virginia Electric & Power Co,VA,Natural Gas Fired Combustion Turbine,178.5,Caroline,Electric Utility,2001.0
Virginia Electric & Power Co,VA,Natural Gas Fired Combustion Turbine,178.5,Caroline,Electric Utility,2001.0
Virginia Electric & Power Co,VA,Natural Gas Fired Combustion Turbine,178.5,Caroline,Electric Utility,2008.0
Virginia Electric & Power Co,VA,Natural Gas Fired Combustion Turbine,178.5,Caroline,Electric Utility,2008.0
Virginia Electric & Power Co,VA,Natural Gas Fired Combustion Turbine,178.5,Caroline,Electric Utility,2009.0
Great River Energy,MN,Natural Gas Fired Combustion Turbine,167.5,Mower,Electric Utility,2001.0
Great River Energy,MN,Natural Gas Fired Combustion Turbine,167.5,Mower,Electric Utility,2001.0
Great River Energy,MN,Natural Gas Fired Combustion Turbine,132.8,Mower,Electric Utility,2002.0
Minnesota Municipal Power Agny,MN,Natural Gas Fired Combustion Turbine,49.0,Carver,Electric Utility,2001.0
JEA,FL,Natural Gas Fired Combustion Turbine,185.0,Duval,Electric Utility,2001.0
JEA,FL,Natural Gas Fired Combined Cycle,185.0,Duval,Electric Utility,2001.0
JEA,FL,Natural Gas Fired Combined Cycle,185.0,Duval,Electric Utility,2001.0
JEA,FL,Natural Gas Fired Combined Cycle,228.1,Duval,Electric Utility,2005.0
City of Rock Falls - (IL),IL,Petroleum Liquids,1.8,Whiteside,Electric Utility,2000.0
City of Rock Falls - (IL),IL,Petroleum Liquids,1.8,Whiteside,Electric Utility,2000.0
City of Moorhead - (MN),MN,Onshore Wind Turbine,0.7,Clay,Electric Utility,1999.0
City of Moorhead - (MN),MN,Onshore Wind Turbine,0.7,Clay,Electric Utility,2001.0
National Grid Generation LLC,NY,Petroleum Liquids,16.0,Nassau,Electric Utility,1967.0
National Grid Generation LLC,NY,Natural Gas Fired Combustion Turbine,53.0,Nassau,Electric Utility,2002.0
National Grid Generation LLC,NY,Natural Gas Fired Combustion Turbine,53.0,Nassau,Electric Utility,2002.0
Tampa Electric Co,FL,Natural Gas Fired Combined Cycle,189.9,Hillsborough,Electric Utility,2003.0
Tampa Electric Co,FL,Natural Gas Fired Combined Cycle,189.9,Hillsborough,Electric Utility,2003.0
Tampa Electric Co,FL,Natural Gas Fired Combined Cycle,189.9,Hillsborough,Electric Utility,2003.0
Tampa Electric Co,FL,Natural Gas Fired Combined Cycle,239.3,Hillsborough,Electric Utility,1965.0
Tampa Electric Co,FL,Natural Gas Fired Combined Cycle,189.9,Hillsborough,Electric Utility,2004.0
Tampa Electric Co,FL,Natural Gas Fired Combined Cycle,189.9,Hillsborough,Electric Utility,2004.0
Tampa Electric Co,FL,Natural Gas Fired Combined Cycle,189.9,Hillsborough,Electric Utility,2004.0
Tampa Electric Co,FL,Natural Gas Fired Combined Cycle,189.9,Hillsborough,Electric Utility,2004.0
Tampa Electric Co,FL,Natural Gas Fired Combined Cycle,445.5,Hillsborough,Electric Utility,1967.0
Tampa Electric Co,FL,Natural Gas Fired Combustion Turbine,69.9,Hillsborough,Electric Utility,2009.0
Tampa Electric Co,FL,Natural Gas Fired Combustion Turbine,69.9,Hillsborough,Electric Utility,2009.0
Tampa Electric Co,FL,Natural Gas Fired Combustion Turbine,69.9,Hillsborough,Electric Utility,2009.0
Tampa Electric Co,FL,Natural Gas Fired Combustion Turbine,69.9,Hillsborough,Electric Utility,2009.0
Austin Energy,TX,Natural Gas Fired Combined Cycle,198.0,Travis,Electric Utility,2004.0
Austin Energy,TX,Natural Gas Fired Combined Cycle,190.0,Travis,Electric Utility,2004.0
Austin Energy,TX,Natural Gas Fired Combustion Turbine,51.4,Travis,Electric Utility,2001.0
Austin Energy,TX,Natural Gas Fired Combustion Turbine,51.4,Travis,Electric Utility,2001.0
Austin Energy,TX,Natural Gas Fired Combustion Turbine,51.4,Travis,Electric Utility,2001.0
Austin Energy,TX,Natural Gas Fired Combustion Turbine,51.4,Travis,Electric Utility,2001.0
Austin Energy,TX,Natural Gas Fired Combustion Turbine,51.4,Travis,Electric Utility,2010.0
Austin Energy,TX,Natural Gas Fired Combustion Turbine,51.4,Travis,Electric Utility,2010.0
Kings River Conservation Dist,CA,Conventional Hydroelectric,55.0,Fresno,Electric Utility,1984.0
Kings River Conservation Dist,CA,Conventional Hydroelectric,55.0,Fresno,Electric Utility,1984.0
Kings River Conservation Dist,CA,Conventional Hydroelectric,55.0,Fresno,Electric Utility,1984.0
New York Power Authority,NY,Natural Gas Fired Combustion Turbine,47.0,Queens,Electric Utility,2001.0
New York Power Authority,NY,Natural Gas Fired Combustion Turbine,47.0,Queens,Electric Utility,2001.0
New York Power Authority,NY,Natural Gas Fired Combustion Turbine,47.0,Kings,Electric Utility,2001.0
New York Power Authority,NY,Natural Gas Fired Combustion Turbine,47.0,Kings,Electric Utility,2001.0
Kern and Tule Hydro LLC,CA,Conventional Hydroelectric,11.5,Kern,Electric Utility,1921.0
New York Power Authority,NY,Natural Gas Fired Combustion Turbine,47.0,Suffolk,Electric Utility,2001.0
New York Power Authority,NY,Natural Gas Fired Combustion Turbine,47.0,Bronx,Electric Utility,2001.0
New York Power Authority,NY,Natural Gas Fired Combustion Turbine,47.0,Bronx,Electric Utility,2001.0
New York Power Authority,NY,Natural Gas Fired Combustion Turbine,47.0,Bronx,Electric Utility,2001.0
New York Power Authority,NY,Natural Gas Fired Combustion Turbine,47.0,Bronx,Electric Utility,2001.0
New York Power Authority,NY,Natural Gas Fired Combustion Turbine,47.0,Kings,Electric Utility,2001.0
Great River Energy,MN,Natural Gas Fired Combustion Turbine,89.3,Martin,Electric Utility,2001.0
Great River Energy,MN,Natural Gas Fired Combustion Turbine,89.3,Martin,Electric Utility,2001.0
Great River Energy,MN,Natural Gas Fired Combustion Turbine,89.3,Martin,Electric Utility,2001.0
Great River Energy,MN,Natural Gas Fired Combustion Turbine,89.3,Martin,Electric Utility,2001.0
Great River Energy,MN,Natural Gas Fired Combustion Turbine,89.3,Martin,Electric Utility,2001.0
Great River Energy,MN,Natural Gas Fired Combustion Turbine,89.3,Martin,Electric Utility,2001.0
Great River Energy,MN,Petroleum Liquids,2.0,Martin,Electric Utility,2002.0
Wolverine Power Supply Coop,MI,Natural Gas Fired Combustion Turbine,23.4,Otsego,Electric Utility,2001.0
Wolverine Power Supply Coop,MI,Natural Gas Fired Combustion Turbine,23.4,Otsego,Electric Utility,2001.0
Wolverine Power Supply Coop,MI,Natural Gas Fired Combustion Turbine,23.4,Otsego,Electric Utility,2001.0
City of Rock Falls - (IL),IL,Petroleum Liquids,1.8,Whiteside,Electric Utility,2001.0
City of Rock Falls - (IL),IL,Petroleum Liquids,1.8,Whiteside,Electric Utility,2001.0
City of Rock Falls - (IL),IL,Petroleum Liquids,1.8,Whiteside,Electric Utility,2001.0
City of Rock Falls - (IL),IL,Petroleum Liquids,1.8,Whiteside,Electric Utility,2002.0
City of Rock Falls - (IL),IL,Petroleum Liquids,1.8,Whiteside,Electric Utility,2002.0
City of Rock Falls - (IL),IL,Petroleum Liquids,2.2,Whiteside,Electric Utility,2011.0
City of Rock Falls - (IL),IL,Petroleum Liquids,2.2,Whiteside,Electric Utility,2011.0
Old Dominion Electric Coop,VA,Petroleum Liquids,2.0,Amelia,Electric Utility,2002.0
Old Dominion Electric Coop,VA,Petroleum Liquids,2.0,Amelia,Electric Utility,2002.0
Old Dominion Electric Coop,VA,Petroleum Liquids,2.0,Southampton,Electric Utility,2002.0
Old Dominion Electric Coop,VA,Petroleum Liquids,2.0,Southampton,Electric Utility,2002.0
Metropolitan Water District of S CA,CA,Conventional Hydroelectric,3.3,Riverside,Electric Utility,2001.0
Metropolitan Water District of S CA,CA,Conventional Hydroelectric,3.3,Riverside,Electric Utility,2001.0
Metropolitan Water District of S CA,CA,Conventional Hydroelectric,3.3,Riverside,Electric Utility,2001.0
Metropolitan Water District of S CA,CA,Conventional Hydroelectric,3.3,Riverside,Electric Utility,2001.0
Metropolitan Water District of S CA,CA,Conventional Hydroelectric,3.3,Riverside,Electric Utility,2001.0
Metropolitan Water District of S CA,CA,Conventional Hydroelectric,3.3,Riverside,Electric Utility,2001.0
Metropolitan Water District of S CA,CA,Conventional Hydroelectric,3.3,Riverside,Electric Utility,2001.0
Metropolitan Water District of S CA,CA,Conventional Hydroelectric,3.3,Riverside,Electric Utility,2001.0
Metropolitan Water District of S CA,CA,Conventional Hydroelectric,3.3,Riverside,Electric Utility,2001.0
Otter Tail Power Co,MN,Natural Gas Fired Combustion Turbine,50.0,Beltrami,Electric Utility,2003.0
Otter Tail Power Co,MN,Petroleum Liquids,1.3,Beltrami,Electric Utility,2005.0
New Smyrna Beach Utilities Commission,FL,Petroleum Liquids,24.0,Volusia,Electric Utility,2001.0
New Smyrna Beach Utilities Commission,FL,Petroleum Liquids,24.0,Volusia,Electric Utility,2001.0
Wolverine Power Supply Coop,MI,Natural Gas Fired Combustion Turbine,85.0,Wayne,Electric Utility,2002.0
Wolverine Power Supply Coop,MI,Natural Gas Fired Combustion Turbine,85.0,Wayne,Electric Utility,2002.0
Wolverine Power Supply Coop,MI,Natural Gas Fired Combustion Turbine,85.0,Wayne,Electric Utility,2002.0
