Entity Name,Plant State,Technology,Nameplate Capacity (MW),County,Sector,Operating Year
El Paso Electric Co,TX,Natural Gas Fired Combustion Turbine,86.9,El Paso,Electric Utility,1980.0
City of Madelia - (MN),MN,Petroleum Liquids,3.1,Watonwan,Electric Utility,2001.0
City of Madelia - (MN),MN,Petroleum Liquids,2.0,Watonwan,Electric Utility,1965.0
City of Madelia - (MN),MN,Petroleum Liquids,1.1,Watonwan,Electric Utility,1959.0
City of Madelia - (MN),MN,Petroleum Liquids,4.3,Watonwan,Electric Utility,1973.0
City of Madelia - (MN),MN,Petroleum Liquids,1.3,Watonwan,Electric Utility,1954.0
Nevada Irrigation District,CA,Conventional Hydroelectric,12.1,Placer,IPP Non-CHP,1980.0
Metropolitan Water District of S CA,CA,Conventional Hydroelectric,10.1,Los Angeles,Electric Utility,1982.0
New York Power Authority,NY,Conventional Hydroelectric,2.3,Ulster,Electric Utility,1982.0
New York Power Authority,NY,Conventional Hydroelectric,2.3,Ulster,Electric Utility,1982.0
Southern California Edison Co,CA,Hydroelectric Pumped Storage,199.8,Fresno,Electric Utility,1987.0
Seminole Electric Cooperative Inc,FL,Conventional Steam Coal,714.6,Putnam,Electric Utility,1984.0
Seminole Electric Cooperative Inc,FL,Natural Gas Fired Combined Cycle,384.2,Putnam,Electric Utility,2023.0
Seminole Electric Cooperative Inc,FL,Natural Gas Fired Combined Cycle,384.2,Putnam,Electric Utility,2023.0
Seminole Electric Cooperative Inc,FL,Natural Gas Fired Combined Cycle,414.8,Putnam,Electric Utility,2023.0
Modesto Irrigation District,CA,Petroleum Liquids,71.2,Stanislaus,Electric Utility,1980.0
Modesto Irrigation District,CA,Natural Gas Fired Combustion Turbine,71.2,Stanislaus,Electric Utility,1981.0
Turlock Irrigation District,CA,Conventional Hydroelectric,1.1,Stanislaus,Electric Utility,1980.0
Turlock Irrigation District,CA,Conventional Hydroelectric,1.1,Stanislaus,Electric Utility,1980.0
Turlock Irrigation District,CA,Conventional Hydroelectric,1.1,Stanislaus,Electric Utility,1980.0
Turlock Irrigation District,CA,Conventional Hydroelectric,0.5,Stanislaus,Electric Utility,1979.0
Turlock Irrigation District,CA,Conventional Hydroelectric,0.5,Stanislaus,Electric Utility,1979.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,1.0,Shasta,Electric Utility,1981.0
Constellation Nuclear,IL,Nuclear,1138.3,DeWitt,IPP Non-CHP,1987.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,1.0,Placer,Electric Utility,1902.0
Utica Water & Power Authority,CA,Conventional Hydroelectric,1.4,Calaveras,IPP Non-CHP,1940.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,31.0,Fresno,Electric Utility,1927.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,48.6,Fresno,Electric Utility,1958.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,48.6,Fresno,Electric Utility,1958.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,117.9,Plumas,Electric Utility,1969.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,33.0,Plumas,Electric Utility,1928.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,33.0,Plumas,Electric Utility,1928.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,40.0,Plumas,Electric Utility,1958.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,23.8,Plumas,Electric Utility,1921.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,25.0,Plumas,Electric Utility,1921.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,25.0,Plumas,Electric Utility,1924.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,60.3,Plumas,Electric Utility,1958.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,57.6,Plumas,Electric Utility,1958.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,5.5,Butte,Electric Utility,1900.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,0.9,Butte,Electric Utility,1900.0
Sacramento Municipal Util Dist,CA,Conventional Hydroelectric,8.3,El Dorado,Electric Utility,1965.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,12.1,Shasta,Electric Utility,1979.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,36.9,Butte,Electric Utility,1949.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,36.9,Butte,Electric Utility,1950.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,18.4,Butte,Electric Utility,1963.0
Nevada Irrigation District,CA,Conventional Hydroelectric,5.5,Nevada,IPP Non-CHP,1908.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,12.0,Placer,Electric Utility,1913.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,12.0,Placer,Electric Utility,1913.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,12.0,Placer,Electric Utility,1922.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,13.2,Placer,Electric Utility,1928.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,53.1,Placer,Electric Utility,1965.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,22.0,Placer,Electric Utility,1943.0
El Dorado Irrigation District,CA,Conventional Hydroelectric,10.0,El Dorado,Electric Utility,1924.0
El Dorado Irrigation District,CA,Conventional Hydroelectric,10.0,El Dorado,Electric Utility,1924.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,32.3,Amador,Electric Utility,1948.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,35.1,Amador,Electric Utility,1948.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,35.1,Amador,Electric Utility,1948.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,67.5,Fresno,Electric Utility,1958.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,67.5,Fresno,Electric Utility,1958.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,13.6,Placer,Electric Utility,1916.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,2.6,Plumas,Electric Utility,1921.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,2.7,Plumas,Electric Utility,1921.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,10.0,Shasta,Electric Utility,1921.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,10.0,Shasta,Electric Utility,1921.0
Pacific Gas & Electric Co.,CA,Natural Gas Internal Combustion Engine,16.7,Humboldt,Electric Utility,2010.0
Pacific Gas & Electric Co.,CA,Natural Gas Internal Combustion Engine,16.7,Humboldt,Electric Utility,2010.0
Pacific Gas & Electric Co.,CA,Natural Gas Internal Combustion Engine,16.7,Humboldt,Electric Utility,2010.0
Pacific Gas & Electric Co.,CA,Natural Gas Internal Combustion Engine,16.7,Humboldt,Electric Utility,2011.0
Pacific Gas & Electric Co.,CA,Natural Gas Internal Combustion Engine,16.7,Humboldt,Electric Utility,2010.0
Pacific Gas & Electric Co.,CA,Natural Gas Internal Combustion Engine,16.7,Humboldt,Electric Utility,2010.0
Pacific Gas & Electric Co.,CA,Natural Gas Internal Combustion Engine,16.7,Humboldt,Electric Utility,2010.0
Pacific Gas & Electric Co.,CA,Natural Gas Internal Combustion Engine,16.7,Humboldt,Electric Utility,2010.0
Pacific Gas & Electric Co.,CA,Natural Gas Internal Combustion Engine,16.7,Humboldt,Electric Utility,2010.0
Pacific Gas & Electric Co.,CA,Natural Gas Internal Combustion Engine,16.7,Humboldt,Electric Utility,2010.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,7.6,Tehama,Electric Utility,1979.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,85.1,Shasta,Electric Utility,1966.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,83.5,Shasta,Electric Utility,1965.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,11.3,Fresno,Electric Utility,1920.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,11.3,Fresno,Electric Utility,1920.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,48.6,Fresno,Electric Utility,1962.0
Merced Irrigation District,CA,Conventional Hydroelectric,3.4,Merced,IPP Non-CHP,1930.0
Dynegy -Moss Landing LLC,CA,Batteries,300.0,Monterey,IPP Non-CHP,2021.0
Dynegy -Moss Landing LLC,CA,Batteries,100.0,Monterey,IPP Non-CHP,2021.0
Dynegy -Moss Landing LLC,CA,Batteries,350.0,Monterey,IPP Non-CHP,2023.0
Dynegy -Moss Landing LLC,CA,Natural Gas Fired Combined Cycle,233.0,Monterey,IPP Non-CHP,2002.0
Dynegy -Moss Landing LLC,CA,Natural Gas Fired Combined Cycle,233.0,Monterey,IPP Non-CHP,2002.0
Dynegy -Moss Landing LLC,CA,Natural Gas Fired Combined Cycle,233.0,Monterey,IPP Non-CHP,2002.0
Dynegy -Moss Landing LLC,CA,Natural Gas Fired Combined Cycle,233.0,Monterey,IPP Non-CHP,2002.0
Dynegy -Moss Landing LLC,CA,Natural Gas Fired Combined Cycle,233.0,Monterey,IPP Non-CHP,2002.0
Dynegy -Moss Landing LLC,CA,Natural Gas Fired Combined Cycle,233.0,Monterey,IPP Non-CHP,2002.0
Utica Water & Power Authority,CA,Conventional Hydroelectric,3.6,Calaveras,IPP Non-CHP,1954.0
Yuba County Water Agency,CA,Conventional Hydroelectric,10.2,Nevada,Electric Utility,1942.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,1.6,Tuolumne,Electric Utility,1940.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,34.6,Shasta,Electric Utility,1922.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,34.6,Shasta,Electric Utility,1922.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,26.7,Shasta,Electric Utility,1925.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,26.7,Shasta,Electric Utility,1925.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,26.7,Shasta,Electric Utility,1925.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,51.7,Shasta,Electric Utility,1955.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,51.7,Shasta,Electric Utility,1955.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,38.2,Shasta,Electric Utility,1944.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,38.2,Shasta,Electric Utility,1944.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,33.2,Shasta,Electric Utility,1944.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,32.0,Shasta,Electric Utility,1944.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,39.6,Shasta,Electric Utility,1965.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,39.6,Shasta,Electric Utility,1965.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,57.6,Shasta,Electric Utility,1965.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,52.2,Shasta,Electric Utility,1965.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,71.4,Butte,Electric Utility,1958.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,71.4,Butte,Electric Utility,1958.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,4.4,Mendocino,Electric Utility,1939.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,2.0,Mendocino,Electric Utility,1910.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,3.0,Mendocino,Electric Utility,1917.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,63.0,Plumas,Electric Utility,1950.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,63.0,Plumas,Electric Utility,1950.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,2.8,Madera,Electric Utility,1917.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,4.0,Madera,Electric Utility,1923.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,12.3,Amador,Electric Utility,1931.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,29.7,Amador,Electric Utility,1953.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,6.7,Tehama,Electric Utility,1979.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,7.0,Nevada,Electric Utility,1928.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,3.7,Nevada,Electric Utility,1928.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,6.6,Nevada,Electric Utility,1929.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,6.0,Tuolumne,Electric Utility,1921.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,81.9,Tuolumne,Electric Utility,1963.0
Geysers Power Co LLC,CA,Geothermal,110.0,Sonoma,IPP Non-CHP,1975.0
Geysers Power Co LLC,CA,Geothermal,110.0,Sonoma,IPP Non-CHP,1979.0
Geysers Power Co LLC,CA,Geothermal,138.0,Sonoma,IPP Non-CHP,1980.0
Geysers Power Co LLC,CA,Geothermal,113.0,Sonoma,IPP Non-CHP,1980.0
Geysers Power Co LLC,CA,Geothermal,118.0,Sonoma,IPP Non-CHP,1985.0
Geysers Power Co LLC,CA,Geothermal,118.0,Sonoma,IPP Non-CHP,1982.0
Geysers Power Co LLC,CA,Geothermal,118.0,Sonoma,IPP Non-CHP,1983.0
Geysers Power Co LLC,CA,Geothermal,118.0,Sonoma,IPP Non-CHP,1985.0
Geysers Power Co LLC,CA,Geothermal,55.0,Sonoma,IPP Non-CHP,1971.0
Geysers Power Co LLC,CA,Geothermal,55.0,Sonoma,IPP Non-CHP,1971.0
Geysers Power Co LLC,CA,Geothermal,55.0,Sonoma,IPP Non-CHP,1972.0
Geysers Power Co LLC,CA,Geothermal,55.0,Sonoma,IPP Non-CHP,1972.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,25.5,Amador,Electric Utility,1931.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,26.7,Amador,Electric Utility,1931.0
Tule Hydro LLC ,CA,Conventional Hydroelectric,4.2,Tulare,Electric Utility,1914.0
Tule Hydro LLC ,CA,Conventional Hydroelectric,4.2,Tulare,Electric Utility,1914.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,8.5,Shasta,Electric Utility,1980.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,13.6,Amador,Electric Utility,1948.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,13.6,Placer,Electric Utility,1917.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,2.8,Placer,Electric Utility,1986.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,3.2,Madera,Electric Utility,1910.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,3.2,Madera,Electric Utility,1910.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,3.2,Madera,Electric Utility,1910.0
Pacific Gas & Electric Co.,CA,Conventional Hydroelectric,3.2,Madera,Electric Utility,1910.0
PacifiCorp,CA,Conventional Hydroelectric,0.5,Siskiyou,Electric Utility,1903.0
PacifiCorp,CA,Conventional Hydroelectric,0.4,Siskiyou,Electric Utility,1907.0
PacifiCorp,CA,Conventional Hydroelectric,1.2,Siskiyou,Electric Utility,1910.0
NRG Texas Power LLC,TX,Conventional Steam Coal,893.0,Limestone,IPP Non-CHP,1985.0
NRG Texas Power LLC,TX,Conventional Steam Coal,956.8,Limestone,IPP Non-CHP,1986.0
Imperial Irrigation District,CA,Conventional Hydroelectric,2.0,Imperial,Electric Utility,1982.0
Imperial Irrigation District,CA,Conventional Hydroelectric,2.0,Imperial,Electric Utility,1982.0
AES Alamitos LLC,CA,Natural Gas Steam Turbine,310.0,Los Angeles,IPP Non-CHP,1961.0
AES Alamitos LLC,CA,Natural Gas Steam Turbine,310.0,Los Angeles,IPP Non-CHP,1962.0
AES Alamitos LLC,CA,Natural Gas Steam Turbine,495.0,Los Angeles,IPP Non-CHP,1964.0
Metropolitan Water District of S CA,CA,Conventional Hydroelectric,8.5,Los Angeles,Electric Utility,1982.0
Southern California Edison Co,CA,Conventional Hydroelectric,19.8,Fresno,Electric Utility,1913.0
Southern California Edison Co,CA,Conventional Hydroelectric,15.8,Fresno,Electric Utility,1913.0
Southern California Edison Co,CA,Conventional Hydroelectric,21.6,Fresno,Electric Utility,1923.0
Southern California Edison Co,CA,Conventional Hydroelectric,31.2,Fresno,Electric Utility,1925.0
Southern California Edison Co,CA,Conventional Hydroelectric,15.8,Fresno,Electric Utility,1913.0
Southern California Edison Co,CA,Conventional Hydroelectric,15.8,Fresno,Electric Utility,1914.0
Southern California Edison Co,CA,Conventional Hydroelectric,17.5,Fresno,Electric Utility,1921.0
Southern California Edison Co,CA,Conventional Hydroelectric,17.5,Fresno,Electric Utility,1925.0
Southern California Edison Co,CA,Conventional Hydroelectric,34.0,Fresno,Electric Utility,1923.0
Southern California Edison Co,CA,Conventional Hydroelectric,34.0,Fresno,Electric Utility,1923.0
Southern California Edison Co,CA,Conventional Hydroelectric,34.0,Fresno,Electric Utility,1923.0
Southern California Edison Co,CA,Conventional Hydroelectric,36.0,Fresno,Electric Utility,1948.0
Southern California Edison Co,CA,Conventional Hydroelectric,36.5,Fresno,Electric Utility,1980.0
Southern California Edison Co,CA,Conventional Hydroelectric,50.0,Madera,Electric Utility,1951.0
Southern California Edison Co,CA,Conventional Hydroelectric,50.0,Madera,Electric Utility,1951.0
Southern California Edison Co,CA,Conventional Hydroelectric,30.0,Fresno,Electric Utility,1921.0
Southern California Edison Co,CA,Conventional Hydroelectric,45.0,Fresno,Electric Utility,1929.0
Southern California Edison Co,CA,Conventional Hydroelectric,55.0,Fresno,Electric Utility,1928.0
Southern California Edison Co,CA,Conventional Hydroelectric,55.0,Fresno,Electric Utility,1928.0
Southern California Edison Co,CA,Conventional Hydroelectric,2.5,Inyo,Electric Utility,1908.0
Southern California Edison Co,CA,Conventional Hydroelectric,2.5,Inyo,Electric Utility,1908.0
Southern California Edison Co,CA,Conventional Hydroelectric,2.3,Inyo,Electric Utility,1911.0
Southern California Edison Co,CA,Conventional Hydroelectric,2.8,Inyo,Electric Utility,1913.0
Southern California Edison Co,CA,Conventional Hydroelectric,2.8,Inyo,Electric Utility,1913.0
Southern California Edison Co,CA,Conventional Hydroelectric,2.8,Inyo,Electric Utility,1913.0
Southern California Edison Co,CA,Conventional Hydroelectric,1.0,Inyo,Electric Utility,1905.0
Southern California Edison Co,CA,Conventional Hydroelectric,1.0,Inyo,Electric Utility,1905.0
Southern California Edison Co,CA,Conventional Hydroelectric,2.0,Inyo,Electric Utility,1906.0
Southern California Edison Co,CA,Conventional Hydroelectric,2.2,Inyo,Electric Utility,1907.0
Southern California Edison Co,CA,Conventional Hydroelectric,2.0,Inyo,Electric Utility,1909.0
Southern California Edison Co,CA,Conventional Hydroelectric,2.0,Inyo,Electric Utility,1943.0
Southern California Edison Co,CA,Conventional Hydroelectric,2.5,Inyo,Electric Utility,1919.0
Southern California Edison Co,CA,Conventional Hydroelectric,1.6,Inyo,Electric Utility,1913.0
Southern California Edison Co,CA,Conventional Hydroelectric,1.5,San Bernardino,Electric Utility,1917.0
Southern California Edison Co,CA,Conventional Hydroelectric,1.5,San Bernardino,Electric Utility,1917.0
AES Huntington Beach LLC,CA,Natural Gas Steam Turbine,218.0,Orange,IPP Non-CHP,1958.0
Southern California Edison Co,CA,Conventional Hydroelectric,1.8,Tulare,Electric Utility,1929.0
Southern California Edison Co,CA,Conventional Hydroelectric,2.3,Tulare,Electric Utility,1929.0
Southern California Edison Co,CA,Conventional Hydroelectric,2.4,Tulare,Electric Utility,1913.0
Southern California Edison Co,CA,Conventional Hydroelectric,2.4,Tulare,Electric Utility,1913.0
Southern California Edison Co,CA,Conventional Hydroelectric,20.5,Kern,Electric Utility,1921.0
Southern California Edison Co,CA,Conventional Hydroelectric,19.8,Kern,Electric Utility,1921.0
Southern California Edison Co,CA,Conventional Hydroelectric,6.6,Kern,Electric Utility,1907.0
Southern California Edison Co,CA,Conventional Hydroelectric,6.6,Kern,Electric Utility,1907.0
Southern California Edison Co,CA,Conventional Hydroelectric,6.6,Kern,Electric Utility,1907.0
Southern California Edison Co,CA,Conventional Hydroelectric,6.6,Kern,Electric Utility,1907.0
Long Beach Generation LLC,CA,Natural Gas Fired Combustion Turbine,63.0,Los Angeles,IPP Non-CHP,1976.0
Long Beach Generation LLC,CA,Natural Gas Fired Combustion Turbine,63.0,Los Angeles,IPP Non-CHP,1976.0
Long Beach Generation LLC,CA,Natural Gas Fired Combustion Turbine,63.0,Los Angeles,IPP Non-CHP,1976.0
Long Beach Generation LLC,CA,Natural Gas Fired Combustion Turbine,63.0,Los Angeles,IPP Non-CHP,1976.0
Southern California Edison Co,CA,Conventional Hydroelectric,1.5,Mono,Electric Utility,1911.0
Southern California Edison Co,CA,Conventional Hydroelectric,1.5,Mono,Electric Utility,1912.0
Southern California Edison Co,CA,Conventional Hydroelectric,95.0,Madera,Electric Utility,1960.0
Southern California Edison Co,CA,Conventional Hydroelectric,95.0,Madera,Electric Utility,1960.0
"Ormond Beach Power, LLC",CA,Natural Gas Steam Turbine,806.0,Ventura,IPP Non-CHP,1971.0
"Ormond Beach Power, LLC",CA,Natural Gas Steam Turbine,806.0,Ventura,IPP Non-CHP,1973.0
Southern California Edison Co,CA,Conventional Hydroelectric,11.3,Mono,Electric Utility,1924.0
Southern California Edison Co,CA,Conventional Hydroelectric,10.8,Fresno,Electric Utility,1956.0
Southern California Edison Co,CA,Conventional Hydroelectric,5.9,Mono,Electric Utility,1916.0
Southern California Edison Co,CA,Conventional Hydroelectric,7.2,Mono,Electric Utility,1917.0
Southern California Edison Co,CA,Natural Gas Fired Combined Cycle,164.6,San Bernardino,Electric Utility,2005.0
Southern California Edison Co,CA,Natural Gas Fired Combined Cycle,164.6,San Bernardino,Electric Utility,2005.0
Southern California Edison Co,CA,Natural Gas Fired Combined Cycle,189.2,San Bernardino,Electric Utility,2005.0
Southern California Edison Co,CA,Natural Gas Fired Combined Cycle,164.6,San Bernardino,Electric Utility,2006.0
Southern California Edison Co,CA,Natural Gas Fired Combined Cycle,164.6,San Bernardino,Electric Utility,2006.0
Southern California Edison Co,CA,Natural Gas Fired Combined Cycle,189.2,San Bernardino,Electric Utility,2006.0
Southern California Edison Co,CA,Conventional Hydroelectric,0.8,San Bernardino,Electric Utility,1899.0
Southern California Edison Co,CA,Conventional Hydroelectric,0.8,San Bernardino,Electric Utility,1899.0
Southern California Edison Co,CA,Conventional Hydroelectric,0.8,San Bernardino,Electric Utility,1899.0
Southern California Edison Co,CA,Conventional Hydroelectric,0.8,San Bernardino,Electric Utility,1899.0
Southern California Edison Co,CA,Conventional Hydroelectric,3.1,San Bernardino,Electric Utility,1999.0
Southern California Edison Co,CA,Conventional Hydroelectric,1.3,Tulare,Electric Utility,1909.0
Southern California Edison Co,CA,Conventional Hydroelectric,1.3,Tulare,Electric Utility,1909.0
East Bay Municipal Util Dist,CA,Conventional Hydroelectric,7.5,Calaveras,Electric Utility,1930.0
East Bay Municipal Util Dist,CA,Conventional Hydroelectric,7.5,Calaveras,Electric Utility,1930.0
East Bay Municipal Util Dist,CA,Conventional Hydroelectric,8.6,Calaveras,Electric Utility,1983.0
City of Glendale - (CA),CA,Natural Gas Fired Combustion Turbine,57.4,Los Angeles,Electric Utility,2004.0
"ALLETE, Inc.",MN,Conventional Hydroelectric,0.7,Itasca,Electric Utility,1920.0
"ALLETE, Inc.",MN,Conventional Hydroelectric,0.3,Itasca,Electric Utility,1920.0
City & County of San Francisco,CA,Conventional Hydroelectric,90.1,Tuolumne,Electric Utility,1960.0
City & County of San Francisco,CA,Conventional Hydroelectric,90.1,Tuolumne,Electric Utility,1960.0
City & County of San Francisco,CA,Conventional Hydroelectric,45.0,Tuolumne,Electric Utility,1969.0
City & County of San Francisco,CA,Conventional Hydroelectric,51.8,Tuolumne,Electric Utility,1969.0
City & County of San Francisco,CA,Conventional Hydroelectric,45.4,Tuolumne,Electric Utility,1967.0
City & County of San Francisco,CA,Conventional Hydroelectric,45.4,Tuolumne,Electric Utility,1967.0
City & County of San Francisco,CA,Conventional Hydroelectric,36.5,Tuolumne,Electric Utility,1987.0
Imperial Irrigation District,CA,Conventional Hydroelectric,5.0,Imperial,Electric Utility,1953.0
Imperial Irrigation District,CA,Conventional Hydroelectric,5.0,Imperial,Electric Utility,1953.0
Imperial Irrigation District,CA,Conventional Hydroelectric,4.8,Imperial,Electric Utility,1941.0
Imperial Irrigation District,CA,Conventional Hydroelectric,4.4,Imperial,Electric Utility,1966.0
Imperial Irrigation District,CA,Conventional Hydroelectric,10.0,Imperial,Electric Utility,1950.0
Imperial Irrigation District,CA,Conventional Hydroelectric,9.6,Imperial,Electric Utility,1941.0
Imperial Irrigation District,CA,Conventional Hydroelectric,16.5,Imperial,Electric Utility,1957.0
Imperial Irrigation District,CA,Conventional Hydroelectric,16.5,Imperial,Electric Utility,1957.0
Imperial Irrigation District,CA,Natural Gas Fired Combined Cycle,34.5,Imperial,Electric Utility,1952.0
Imperial Irrigation District,CA,Natural Gas Fired Combined Cycle,89.9,Imperial,Electric Utility,1993.0
Imperial Irrigation District,CA,Natural Gas Fired Combined Cycle,65.9,Imperial,Electric Utility,2012.0
Imperial Irrigation District,CA,Natural Gas Fired Combined Cycle,43.2,Imperial,Electric Utility,2012.0
Imperial Irrigation District,CA,Natural Gas Fired Combined Cycle,43.2,Imperial,Electric Utility,2012.0
Imperial Irrigation District,CA,Natural Gas Steam Turbine,81.6,Imperial,Electric Utility,1968.0
Imperial Irrigation District,CA,Batteries,30.0,Imperial,Electric Utility,2016.0
Los Angeles Department of Water & Power,CA,Conventional Hydroelectric,3.2,Inyo,Electric Utility,1925.0
Los Angeles Department of Water & Power,CA,Hydroelectric Pumped Storage,271.0,Los Angeles,Electric Utility,1973.0
Los Angeles Department of Water & Power,CA,Hydroelectric Pumped Storage,271.0,Los Angeles,Electric Utility,1974.0
Los Angeles Department of Water & Power,CA,Hydroelectric Pumped Storage,271.0,Los Angeles,Electric Utility,1976.0
Los Angeles Department of Water & Power,CA,Hydroelectric Pumped Storage,271.0,Los Angeles,Electric Utility,1977.0
Los Angeles Department of Water & Power,CA,Hydroelectric Pumped Storage,271.0,Los Angeles,Electric Utility,1977.0
Los Angeles Department of Water & Power,CA,Hydroelectric Pumped Storage,271.0,Los Angeles,Electric Utility,1978.0
Los Angeles Department of Water & Power,CA,Conventional Hydroelectric,56.0,Los Angeles,Electric Utility,1972.0
Los Angeles Department of Water & Power,CA,Conventional Hydroelectric,37.5,Inyo,Electric Utility,1952.0
Los Angeles Department of Water & Power,CA,Conventional Hydroelectric,0.8,Inyo,Electric Utility,1908.0
Los Angeles Department of Water & Power,CA,Conventional Hydroelectric,0.8,Inyo,Electric Utility,1909.0
Los Angeles Department of Water & Power,CA,Conventional Hydroelectric,8.8,Los Angeles,Electric Utility,1971.0
Los Angeles Department of Water & Power,CA,Conventional Hydroelectric,2.0,Los Angeles,Electric Utility,1921.0
Los Angeles Department of Water & Power,CA,Conventional Hydroelectric,2.8,Inyo,Electric Utility,1927.0
Los Angeles Department of Water & Power,CA,Conventional Hydroelectric,2.8,Inyo,Electric Utility,1927.0
Los Angeles Department of Water & Power,CA,Natural Gas Fired Combined Cycle,85.3,Los Angeles,Electric Utility,1995.0
Los Angeles Department of Water & Power,CA,Natural Gas Fired Combined Cycle,85.3,Los Angeles,Electric Utility,1995.0
Los Angeles Department of Water & Power,CA,Natural Gas Fired Combined Cycle,75.0,Los Angeles,Electric Utility,1995.0
