Entity Name,Plant State,Technology,Nameplate Capacity (MW),County,Sector,Operating Year
"Sand Point Generating, LLC",AK,Petroleum Liquids,0.9,Aleutians East,Electric Utility,2000.0
"Sand Point Generating, LLC",AK,Petroleum Liquids,0.9,Aleutians East,Electric Utility,2000.0
"Sand Point Generating, LLC",AK,Petroleum Liquids,0.5,Aleutians East,Electric Utility,2010.0
"Sand Point Generating, LLC",AK,Petroleum Liquids,0.4,Aleutians East,Electric Utility,2023.0
"Sand Point Generating, LLC",AK,Onshore Wind Turbine,0.5,Aleutians East,Electric Utility,2011.0
"Sand Point Generating, LLC",AK,Onshore Wind Turbine,0.5,Aleutians East,Electric Utility,2011.0
Alabama Power Co,AL,Conventional Hydroelectric,53.9,Tuscaloosa,Electric Utility,1963.0
Alabama Power Co,AL,Natural Gas Steam Turbine,153.1,Mobile,Electric Utility,1954.0
Alabama Power Co,AL,Natural Gas Steam Turbine,153.1,Mobile,Electric Utility,1954.0
Alabama Power Co,AL,Conventional Steam Coal,403.7,Mobile,Electric Utility,1969.0
Alabama Power Co,AL,Conventional Steam Coal,788.8,Mobile,Electric Utility,1971.0
Alabama Power Co,AL,Natural Gas Fired Combined Cycle,170.1,Mobile,Electric Utility,2000.0
Alabama Power Co,AL,Natural Gas Fired Combined Cycle,170.1,Mobile,Electric Utility,2000.0
Alabama Power Co,AL,Natural Gas Fired Combined Cycle,195.2,Mobile,Electric Utility,2000.0
Alabama Power Co,AL,Natural Gas Fired Combined Cycle,170.1,Mobile,Electric Utility,2000.0
Alabama Power Co,AL,Natural Gas Fired Combined Cycle,170.1,Mobile,Electric Utility,2000.0
Alabama Power Co,AL,Natural Gas Fired Combined Cycle,195.2,Mobile,Electric Utility,2000.0
Alabama Power Co,AL,Natural Gas Fired Combined Cycle,464.0,Mobile,Electric Utility,2023.0
Alabama Power Co,AL,Natural Gas Fired Combined Cycle,310.0,Mobile,Electric Utility,2023.0
Alabama Power Co,AL,Conventional Hydroelectric,75.0,Elmore,Electric Utility,1967.0
Alabama Power Co,AL,Conventional Hydroelectric,75.0,Elmore,Electric Utility,1967.0
Alabama Power Co,AL,Conventional Hydroelectric,75.0,Elmore,Electric Utility,1967.0
El Paso Electric Co,TX,Natural Gas Fired Combustion Turbine,86.9,El Paso,Electric Utility,1980.0
Alabama Power Co,AL,Natural Gas Steam Turbine,299.2,Greene,Electric Utility,1965.0
Alabama Power Co,AL,Natural Gas Steam Turbine,269.2,Greene,Electric Utility,1966.0
Alabama Power Co,AL,Natural Gas Fired Combustion Turbine,80.0,Greene,Electric Utility,1996.0
Alabama Power Co,AL,Natural Gas Fired Combustion Turbine,80.0,Greene,Electric Utility,1996.0
Alabama Power Co,AL,Natural Gas Fired Combustion Turbine,80.0,Greene,Electric Utility,1995.0
Alabama Power Co,AL,Natural Gas Fired Combustion Turbine,80.0,Greene,Electric Utility,1995.0
Alabama Power Co,AL,Natural Gas Fired Combustion Turbine,80.0,Greene,Electric Utility,1995.0
Alabama Power Co,AL,Natural Gas Fired Combustion Turbine,80.0,Greene,Electric Utility,1995.0
Alabama Power Co,AL,Natural Gas Fired Combustion Turbine,80.0,Greene,Electric Utility,1995.0
Alabama Power Co,AL,Natural Gas Fired Combustion Turbine,80.0,Greene,Electric Utility,1996.0
Alabama Power Co,AL,Natural Gas Fired Combustion Turbine,80.0,Greene,Electric Utility,1996.0
Alabama Power Co,AL,Conventional Hydroelectric,24.3,Calhoun,Electric Utility,1966.0
Alabama Power Co,AL,Conventional Hydroelectric,24.3,Calhoun,Electric Utility,1966.0
Alabama Power Co,AL,Conventional Hydroelectric,24.3,Calhoun,Electric Utility,1966.0
Alabama Power Co,AL,Conventional Hydroelectric,46.9,Tuscaloosa,Electric Utility,1968.0
Alabama Power Co,AL,Conventional Hydroelectric,25.0,Elmore,Electric Utility,1929.0
Alabama Power Co,AL,Conventional Hydroelectric,25.0,Elmore,Electric Utility,1929.0
Alabama Power Co,AL,Conventional Hydroelectric,25.0,Elmore,Electric Utility,1929.0
Alabama Power Co,AL,Conventional Hydroelectric,25.0,Elmore,Electric Utility,1929.0
Alabama Power Co,AL,Conventional Hydroelectric,42.7,Talladega,Electric Utility,1964.0
Alabama Power Co,AL,Conventional Hydroelectric,42.7,Talladega,Electric Utility,1964.0
Alabama Power Co,AL,Conventional Hydroelectric,42.7,Talladega,Electric Utility,1964.0
Alabama Power Co,AL,Conventional Hydroelectric,29.5,Chilton,Electric Utility,1968.0
Alabama Power Co,AL,Conventional Hydroelectric,29.5,Chilton,Electric Utility,1968.0
Alabama Power Co,AL,Conventional Hydroelectric,29.5,Chilton,Electric Utility,1967.0
Alabama Power Co,AL,Conventional Hydroelectric,29.5,Chilton,Electric Utility,1967.0
Alabama Power Co,AL,Conventional Hydroelectric,29.5,Chilton,Electric Utility,1967.0
Alabama Power Co,AL,Conventional Hydroelectric,29.5,Chilton,Electric Utility,1967.0
Alabama Power Co,AL,Conventional Hydroelectric,50.2,Elmore,Electric Utility,1927.0
Alabama Power Co,AL,Conventional Hydroelectric,50.2,Elmore,Electric Utility,1927.0
Alabama Power Co,AL,Conventional Hydroelectric,50.2,Elmore,Electric Utility,1927.0
Alabama Power Co,AL,Conventional Hydroelectric,60.0,Elmore,Electric Utility,1952.0
Alabama Power Co,AL,Conventional Hydroelectric,20.0,Coosa,Electric Utility,1949.0
Alabama Power Co,AL,Conventional Hydroelectric,50.0,Coosa,Electric Utility,1985.0
Alabama Power Co,AL,Conventional Hydroelectric,50.0,Coosa,Electric Utility,1985.0
Alabama Power Co,AL,Conventional Hydroelectric,50.0,Coosa,Electric Utility,1985.0
Alabama Power Co,AL,Conventional Hydroelectric,90.5,Walker,Electric Utility,1961.0
Alabama Power Co,AL,Conventional Hydroelectric,90.5,Walker,Electric Utility,1962.0
Alabama Power Co,AL,Conventional Hydroelectric,40.5,Elmore,Electric Utility,1931.0
Alabama Power Co,AL,Conventional Hydroelectric,40.5,Elmore,Electric Utility,1931.0
Alabama Power Co,AL,Conventional Hydroelectric,10.0,Elmore,Electric Utility,1931.0
Alabama Power Co,AL,Conventional Hydroelectric,29.2,Cherokee,Electric Utility,1962.0
Alabama Power Co,AL,Conventional Hydroelectric,29.2,Cherokee,Electric Utility,1961.0
Alabama Power Co,AL,Conventional Hydroelectric,29.2,Cherokee,Electric Utility,1961.0
Alabama Power Co,AL,Conventional Hydroelectric,25.5,Elmore,Electric Utility,1928.0
Alabama Power Co,AL,Conventional Hydroelectric,25.0,Elmore,Electric Utility,1928.0
Alabama Power Co,AL,Natural Gas Steam Turbine,272.0,Shelby,Electric Utility,1960.0
Alabama Power Co,AL,Natural Gas Steam Turbine,272.0,Shelby,Electric Utility,1960.0
Alabama Power Co,AL,Natural Gas Steam Turbine,272.0,Shelby,Electric Utility,1961.0
Alabama Power Co,AL,Conventional Steam Coal,952.0,Shelby,Electric Utility,1974.0
Alabama Power Co,AL,Petroleum Liquids,21.2,Shelby,Electric Utility,1970.0
Alabama Power Co,AL,Natural Gas Steam Turbine,244.8,Shelby,Electric Utility,1962.0
City of Madelia - (MN),MN,Petroleum Liquids,3.1,Watonwan,Electric Utility,2001.0
City of Madelia - (MN),MN,Petroleum Liquids,2.0,Watonwan,Electric Utility,1965.0
City of Madelia - (MN),MN,Petroleum Liquids,1.1,Watonwan,Electric Utility,1959.0
City of Madelia - (MN),MN,Petroleum Liquids,4.3,Watonwan,Electric Utility,1973.0
City of Madelia - (MN),MN,Petroleum Liquids,1.3,Watonwan,Electric Utility,1954.0
Nevada Irrigation District,CA,Conventional Hydroelectric,12.1,Placer,IPP Non-CHP,1980.0
USCE-Mobile District,AL,Conventional Hydroelectric,33.7,Wilcox,Electric Utility,1970.0
USCE-Mobile District,AL,Conventional Hydroelectric,33.7,Wilcox,Electric Utility,1970.0
USCE-Mobile District,AL,Conventional Hydroelectric,33.7,Wilcox,Electric Utility,1970.0
Tennessee Valley Authority,AL,Nuclear,1281.0,Limestone,Electric Utility,1974.0
Tennessee Valley Authority,AL,Nuclear,1281.0,Limestone,Electric Utility,1975.0
Tennessee Valley Authority,AL,Nuclear,1292.0,Limestone,Electric Utility,1977.0
Tennessee Valley Authority,AL,Natural Gas Fired Combustion Turbine,59.5,Colbert,Electric Utility,1972.0
Tennessee Valley Authority,AL,Natural Gas Fired Combustion Turbine,231.2,Colbert,Electric Utility,2023.0
Tennessee Valley Authority,AL,Natural Gas Fired Combustion Turbine,231.2,Colbert,Electric Utility,2023.0
Tennessee Valley Authority,AL,Natural Gas Fired Combustion Turbine,59.5,Colbert,Electric Utility,1972.0
Tennessee Valley Authority,AL,Natural Gas Fired Combustion Turbine,59.5,Colbert,Electric Utility,1972.0
Tennessee Valley Authority,AL,Natural Gas Fired Combustion Turbine,59.5,Colbert,Electric Utility,1972.0
Tennessee Valley Authority,AL,Natural Gas Fired Combustion Turbine,59.5,Colbert,Electric Utility,1972.0
Tennessee Valley Authority,AL,Natural Gas Fired Combustion Turbine,59.5,Colbert,Electric Utility,1972.0
Tennessee Valley Authority,AL,Natural Gas Fired Combustion Turbine,59.5,Colbert,Electric Utility,1972.0
Tennessee Valley Authority,AL,Natural Gas Fired Combustion Turbine,59.5,Colbert,Electric Utility,1972.0
Tennessee Valley Authority,AL,Natural Gas Fired Combustion Turbine,231.2,Colbert,Electric Utility,2023.0
Tennessee Valley Authority,AL,Conventional Hydroelectric,28.8,Marshall,Electric Utility,1939.0
Tennessee Valley Authority,AL,Conventional Hydroelectric,28.8,Marshall,Electric Utility,1939.0
Tennessee Valley Authority,AL,Conventional Hydroelectric,28.8,Marshall,Electric Utility,1939.0
Tennessee Valley Authority,AL,Conventional Hydroelectric,28.8,Marshall,Electric Utility,1952.0
Tennessee Valley Authority,AL,Conventional Hydroelectric,35.1,Lawrence,Electric Utility,1936.0
Tennessee Valley Authority,AL,Conventional Hydroelectric,36.0,Lawrence,Electric Utility,1963.0
Tennessee Valley Authority,AL,Conventional Hydroelectric,43.6,Lawrence,Electric Utility,1963.0
Tennessee Valley Authority,AL,Conventional Hydroelectric,35.1,Lawrence,Electric Utility,1937.0
Tennessee Valley Authority,AL,Conventional Hydroelectric,35.1,Lawrence,Electric Utility,1941.0
Tennessee Valley Authority,AL,Conventional Hydroelectric,35.1,Lawrence,Electric Utility,1941.0
Tennessee Valley Authority,AL,Conventional Hydroelectric,35.1,Lawrence,Electric Utility,1948.0
Tennessee Valley Authority,AL,Conventional Hydroelectric,35.1,Lawrence,Electric Utility,1949.0
Tennessee Valley Authority,AL,Conventional Hydroelectric,35.1,Lawrence,Electric Utility,1949.0
Tennessee Valley Authority,AL,Conventional Hydroelectric,35.1,Lawrence,Electric Utility,1950.0
Tennessee Valley Authority,AL,Conventional Hydroelectric,43.6,Lawrence,Electric Utility,1962.0
PowerSouth Energy Cooperative,AL,Conventional Hydroelectric,1.2,Covington,Electric Utility,1926.0
PowerSouth Energy Cooperative,AL,Conventional Hydroelectric,1.8,Covington,Electric Utility,1985.0
"East Kentucky Power Coop, Inc",KY,Natural Gas Fired Combustion Turbine,149.0,Clark,Electric Utility,1999.0
"East Kentucky Power Coop, Inc",KY,Natural Gas Fired Combustion Turbine,98.0,Clark,Electric Utility,2010.0
"East Kentucky Power Coop, Inc",KY,Natural Gas Fired Combustion Turbine,149.0,Clark,Electric Utility,1999.0
"East Kentucky Power Coop, Inc",KY,Natural Gas Fired Combustion Turbine,149.0,Clark,Electric Utility,1999.0
"East Kentucky Power Coop, Inc",KY,Natural Gas Fired Combustion Turbine,108.0,Clark,Electric Utility,2001.0
"East Kentucky Power Coop, Inc",KY,Natural Gas Fired Combustion Turbine,108.0,Clark,Electric Utility,2001.0
"East Kentucky Power Coop, Inc",KY,Natural Gas Fired Combustion Turbine,98.0,Clark,Electric Utility,2005.0
"East Kentucky Power Coop, Inc",KY,Natural Gas Fired Combustion Turbine,98.0,Clark,Electric Utility,2005.0
"East Kentucky Power Coop, Inc",KY,Natural Gas Fired Combustion Turbine,98.0,Clark,Electric Utility,2010.0
PowerSouth Energy Cooperative,AL,Conventional Hydroelectric,1.6,Covington,Electric Utility,1925.0
PowerSouth Energy Cooperative,AL,Conventional Hydroelectric,1.6,Covington,Electric Utility,1925.0
PowerSouth Energy Cooperative,AL,Conventional Hydroelectric,2.0,Covington,Electric Utility,1949.0
PowerSouth Energy Cooperative,AL,Natural Gas Fired Combined Cycle,459.0,Washington,Electric Utility,2023.0
PowerSouth Energy Cooperative,AL,Natural Gas Fired Combined Cycle,273.7,Washington,Electric Utility,2023.0
City of Grand Island - (NE),NE,Conventional Steam Coal,109.8,Hall,Electric Utility,1982.0
City of Hastings - (NE),NE,Conventional Steam Coal,76.3,Adams,Electric Utility,1981.0
City of Hastings - (NE),NE,Conventional Steam Coal,248.0,Adams,Electric Utility,2011.0
Alaska Electric Light & Power Co.,AK,Conventional Hydroelectric,1.8,Juneau,Electric Utility,1915.0
Alaska Electric Light & Power Co.,AK,Conventional Hydroelectric,2.2,Juneau,Electric Utility,1915.0
Alaska Electric Light & Power Co.,AK,Conventional Hydroelectric,0.8,Juneau,Electric Utility,1951.0
Alaska Electric Light & Power Co.,AK,Conventional Hydroelectric,0.4,Juneau,Electric Utility,1914.0
Alaska Electric Light & Power Co.,AK,Conventional Hydroelectric,0.4,Juneau,Electric Utility,1914.0
Alaska Electric Light & Power Co.,AK,Petroleum Liquids,1.2,Juneau,Electric Utility,1952.0
Alaska Electric Light & Power Co.,AK,Petroleum Liquids,1.2,Juneau,Electric Utility,1954.0
Alaska Electric Light & Power Co.,AK,Petroleum Liquids,1.1,Juneau,Electric Utility,1961.0
Alaska Electric Light & Power Co.,AK,Petroleum Liquids,3.5,Juneau,Electric Utility,1963.0
Alaska Electric Light & Power Co.,AK,Petroleum Liquids,1.1,Juneau,Electric Utility,1966.0
Alaska Electric Light & Power Co.,AK,Petroleum Liquids,2.5,Juneau,Electric Utility,1969.0
Alaska Electric Light & Power Co.,AK,Petroleum Liquids,2.6,Juneau,Electric Utility,1969.0
Alaska Electric Light & Power Co.,AK,Petroleum Liquids,2.6,Juneau,Electric Utility,1974.0
Alaska Electric Light & Power Co.,AK,Petroleum Liquids,18.6,Juneau,Electric Utility,1980.0
Alaska Electric Light & Power Co.,AK,Petroleum Liquids,18.6,Juneau,Electric Utility,1983.0
Alaska Electric Light & Power Co.,AK,Petroleum Liquids,2.8,Juneau,Electric Utility,1983.0
Alaska Electric Light & Power Co.,AK,Petroleum Liquids,2.8,Juneau,Electric Utility,1984.0
Alaska Electric Light & Power Co.,AK,Petroleum Liquids,2.8,Juneau,Electric Utility,1984.0
Alaska Electric Light & Power Co.,AK,Petroleum Liquids,2.8,Juneau,Electric Utility,1984.0
Alaska Electric Light & Power Co.,AK,Petroleum Liquids,2.8,Juneau,Electric Utility,1985.0
Alaska Electric Light & Power Co.,AK,Petroleum Liquids,2.8,Juneau,Electric Utility,1985.0
Alaska Electric Light & Power Co.,AK,Conventional Hydroelectric,8.5,Juneau,Electric Utility,1984.0
Alaska Power and Telephone Co,AK,Conventional Hydroelectric,0.4,Skagway Hoonah Angoon,Electric Utility,1957.0
Alaska Power and Telephone Co,AK,Conventional Hydroelectric,0.1,Skagway Hoonah Angoon,Electric Utility,1909.0
Alaska Power and Telephone Co,AK,Conventional Hydroelectric,0.3,Skagway Hoonah Angoon,Electric Utility,1981.0
Alaska Power and Telephone Co,AK,Conventional Hydroelectric,0.2,Skagway Hoonah Angoon,Electric Utility,1987.0
Alaska Power and Telephone Co,AK,Petroleum Liquids,0.8,Skagway Hoonah Angoon,Electric Utility,1986.0
Alaska Power and Telephone Co,AK,Petroleum Liquids,1.1,Skagway Hoonah Angoon,Electric Utility,1996.0
Alaska Power and Telephone Co,AK,Petroleum Liquids,0.8,Skagway Hoonah Angoon,Electric Utility,2022.0
Alaska Power and Telephone Co,AK,Petroleum Liquids,1.0,Skagway Hoonah Angoon,Electric Utility,2009.0
Alaska Power and Telephone Co,AK,Petroleum Liquids,1.9,Haines,Electric Utility,2006.0
Alaska Power and Telephone Co,AK,Petroleum Liquids,1.5,Haines,Electric Utility,2021.0
Alaska Power and Telephone Co,AK,Petroleum Liquids,0.6,Haines,Electric Utility,1968.0
Alaska Power and Telephone Co,AK,Petroleum Liquids,2.8,Haines,Electric Utility,1995.0
Alaska Power and Telephone Co,AK,Petroleum Liquids,1.6,Haines,Electric Utility,1996.0
Southeast Alaska Power Agency,AK,Conventional Hydroelectric,11.3,Ketchikan Gateway,Commercial Non-CHP,1984.0
Southeast Alaska Power Agency,AK,Conventional Hydroelectric,11.3,Ketchikan Gateway,Commercial Non-CHP,1984.0
Kodiak Electric Assn Inc,AK,Conventional Hydroelectric,11.2,Kodiak Island,Electric Utility,1984.0
Kodiak Electric Assn Inc,AK,Conventional Hydroelectric,11.2,Kodiak Island,Electric Utility,1984.0
Kodiak Electric Assn Inc,AK,Conventional Hydroelectric,11.2,Kodiak Island,Electric Utility,2014.0
Metropolitan Water District of S CA,CA,Conventional Hydroelectric,10.1,Los Angeles,Electric Utility,1982.0
Chugach Electric Assn Inc,AK,Natural Gas Fired Combustion Turbine,48.9,Anchorage,Electric Utility,2007.0
Chugach Electric Assn Inc,AK,Natural Gas Fired Combustion Turbine,27.0,Anchorage,Electric Utility,1972.0
Chugach Electric Assn Inc,AK,Petroleum Liquids,2.0,Anchorage,Electric Utility,2012.0
Chugach Electric Assn Inc,AK,Conventional Hydroelectric,22.2,Matanuska Susitna,Electric Utility,1955.0
Chugach Electric Assn Inc,AK,Conventional Hydroelectric,22.2,Matanuska Susitna,Electric Utility,1955.0
Alaska Electric Light & Power Co.,AK,Conventional Hydroelectric,23.6,Juneau,Electric Utility,1973.0
Alaska Electric Light & Power Co.,AK,Conventional Hydroelectric,23.6,Juneau,Electric Utility,1973.0
Alaska Electric Light & Power Co.,AK,Conventional Hydroelectric,31.0,Juneau,Electric Utility,1990.0
Aurora Energy LLC,AK,Conventional Steam Coal,5.0,Fairbanks North Star,IPP CHP,1952.0
Aurora Energy LLC,AK,Conventional Steam Coal,2.5,Fairbanks North Star,IPP CHP,1952.0
Aurora Energy LLC,AK,Conventional Steam Coal,20.0,Fairbanks North Star,IPP CHP,1975.0
Ketchikan Public Utilities,AK,Conventional Hydroelectric,1.4,Ketchikan Gateway,Electric Utility,1952.0
Ketchikan Public Utilities,AK,Conventional Hydroelectric,1.4,Ketchikan Gateway,Electric Utility,1938.0
Ketchikan Public Utilities,AK,Conventional Hydroelectric,1.4,Ketchikan Gateway,Electric Utility,1954.0
Ketchikan Public Utilities,AK,Petroleum Liquids,4.5,Ketchikan Gateway,Electric Utility,1969.0
Ketchikan Public Utilities,AK,Petroleum Liquids,4.5,Ketchikan Gateway,Electric Utility,1970.0
Ketchikan Public Utilities,AK,Petroleum Liquids,6.4,Ketchikan Gateway,Electric Utility,1976.0
Ketchikan Public Utilities,AK,Petroleum Liquids,10.5,Ketchikan Gateway,Electric Utility,1998.0
New York Power Authority,NY,Conventional Hydroelectric,2.3,Ulster,Electric Utility,1982.0
New York Power Authority,NY,Conventional Hydroelectric,2.3,Ulster,Electric Utility,1982.0
Nome Joint Utility Systems,AK,Petroleum Liquids,3.8,Nome,Electric Utility,1991.0
Nome Joint Utility Systems,AK,Petroleum Liquids,2.0,Nome,Electric Utility,1999.0
Nome Joint Utility Systems,AK,Petroleum Liquids,5.2,Nome,Electric Utility,2007.0
Nome Joint Utility Systems,AK,Petroleum Liquids,5.2,Nome,Electric Utility,2007.0
Nome Joint Utility Systems,AK,Petroleum Liquids,0.4,Nome,Electric Utility,2013.0
Nome Joint Utility Systems,AK,Onshore Wind Turbine,0.9,Nome,Electric Utility,2013.0
Nome Joint Utility Systems,AK,Onshore Wind Turbine,0.9,Nome,Electric Utility,2013.0
Petersburg Borough - (AK),AK,Conventional Hydroelectric,1.8,Wrangell Petersburg,Electric Utility,2023.0
Petersburg Borough - (AK),AK,Petroleum Liquids,2.6,Wrangell Petersburg,Electric Utility,1972.0
Petersburg Borough - (AK),AK,Petroleum Liquids,1.2,Wrangell Petersburg,Electric Utility,1965.0
Petersburg Borough - (AK),AK,Petroleum Liquids,0.6,Wrangell Petersburg,Electric Utility,1979.0
Petersburg Borough - (AK),AK,Petroleum Liquids,0.8,Wrangell Petersburg,Electric Utility,1979.0
Petersburg Borough - (AK),AK,Petroleum Liquids,2.6,Wrangell Petersburg,Electric Utility,1993.0
Petersburg Borough - (AK),AK,Petroleum Liquids,2.6,Wrangell Petersburg,Electric Utility,2001.0
Petersburg Borough - (AK),AK,Petroleum Liquids,2.5,Wrangell Petersburg,Electric Utility,2012.0
City of Seward - (AK),AK,Petroleum Liquids,2.5,Kenai Peninsula,Electric Utility,1975.0
City of Seward - (AK),AK,Petroleum Liquids,2.5,Kenai Peninsula,Electric Utility,1986.0
City of Seward - (AK),AK,Petroleum Liquids,2.5,Kenai Peninsula,Electric Utility,1985.0
City of Seward - (AK),AK,Petroleum Liquids,2.8,Kenai Peninsula,Electric Utility,2000.0
City of Seward - (AK),AK,Petroleum Liquids,2.8,Kenai Peninsula,Electric Utility,2010.0
City of Seward - (AK),AK,Petroleum Liquids,2.5,Kenai Peninsula,Electric Utility,2010.0
City & Borough of Sitka - (AK),AK,Conventional Hydroelectric,5.3,Sitka,Electric Utility,2014.0
City & Borough of Sitka - (AK),AK,Conventional Hydroelectric,5.3,Sitka,Electric Utility,2014.0
City & Borough of Sitka - (AK),AK,Conventional Hydroelectric,5.3,Sitka,Electric Utility,2014.0
City of Wrangell - (AK),AK,Petroleum Liquids,3.5,Wrangell Petersburg,Electric Utility,2020.0
City of Wrangell - (AK),AK,Petroleum Liquids,2.0,Wrangell Petersburg,Electric Utility,2000.0
City of Wrangell - (AK),AK,Petroleum Liquids,2.0,Wrangell Petersburg,Electric Utility,2000.0
City of Wrangell - (AK),AK,Petroleum Liquids,2.0,Wrangell Petersburg,Electric Utility,2002.0
City of Wrangell - (AK),AK,Petroleum Liquids,2.5,Wrangell Petersburg,Electric Utility,1987.0
Chugach Electric Assn Inc,AK,Natural Gas Fired Combustion Turbine,16.0,Kenai Peninsula,Electric Utility,1968.0
Chugach Electric Assn Inc,AK,Natural Gas Fired Combustion Turbine,16.0,Kenai Peninsula,Electric Utility,1968.0
Chugach Electric Assn Inc,AK,Natural Gas Fired Combustion Turbine,59.1,Kenai Peninsula,Electric Utility,1972.0
Chugach Electric Assn Inc,AK,Natural Gas Fired Combustion Turbine,68.3,Kenai Peninsula,Electric Utility,1975.0
Chugach Electric Assn Inc,AK,Natural Gas Fired Combustion Turbine,76.5,Kenai Peninsula,Electric Utility,1976.0
Chugach Electric Assn Inc,AK,Natural Gas Fired Combustion Turbine,76.5,Kenai Peninsula,Electric Utility,1978.0
Puget Sound Energy Inc,WA,Natural Gas Fired Combustion Turbine,88.9,Pierce,Electric Utility,1981.0
Puget Sound Energy Inc,WA,Natural Gas Fired Combustion Turbine,88.9,Pierce,Electric Utility,1981.0
Salt River Project,AZ,Conventional Hydroelectric,1.4,Maricopa,Electric Utility,1981.0
Southern California Edison Co,CA,Hydroelectric Pumped Storage,199.8,Fresno,Electric Utility,1987.0
Sunflower Electric Power Corp,KS,Conventional Steam Coal,348.7,Finney,Electric Utility,1983.0
"Nushagak Electric Coop, Inc",AK,Petroleum Liquids,1.1,Dillingham,Electric Utility,1988.0
"Nushagak Electric Coop, Inc",AK,Petroleum Liquids,1.0,Dillingham,Electric Utility,2001.0
"Nushagak Electric Coop, Inc",AK,Petroleum Liquids,1.0,Dillingham,Electric Utility,2006.0
"Nushagak Electric Coop, Inc",AK,Petroleum Liquids,1.0,Dillingham,Electric Utility,2006.0
"Nushagak Electric Coop, Inc",AK,Petroleum Liquids,1.0,Dillingham,Electric Utility,2008.0
"Nushagak Electric Coop, Inc",AK,Petroleum Liquids,1.0,Dillingham,Electric Utility,2008.0
"Nushagak Electric Coop, Inc",AK,Petroleum Liquids,0.5,Dillingham,Electric Utility,2009.0
"Nushagak Electric Coop, Inc",AK,Petroleum Liquids,2.2,Dillingham,Electric Utility,2019.0
"Nushagak Electric Coop, Inc",AK,Petroleum Liquids,2.2,Dillingham,Electric Utility,2019.0
Arizona Public Service Co,AZ,Petroleum Liquids,26.1,Cochise,Electric Utility,1972.0
Arizona Public Service Co,AZ,Natural Gas Fired Combustion Turbine,53.1,Maricopa,Electric Utility,1972.0
Arizona Public Service Co,AZ,Natural Gas Fired Combustion Turbine,53.1,Maricopa,Electric Utility,1973.0
Arizona Public Service Co,AZ,Natural Gas Fired Combustion Turbine,104.0,Maricopa,Electric Utility,2019.0
Arizona Public Service Co,AZ,Natural Gas Fired Combustion Turbine,104.0,Maricopa,Electric Utility,2019.0
Arizona Public Service Co,AZ,Natural Gas Fired Combustion Turbine,104.0,Maricopa,Electric Utility,2019.0
Arizona Public Service Co,AZ,Natural Gas Fired Combustion Turbine,104.0,Maricopa,Electric Utility,2019.0
Arizona Public Service Co,AZ,Natural Gas Fired Combustion Turbine,104.0,Maricopa,Electric Utility,2019.0
Arizona Public Service Co,AZ,Natural Gas Fired Combined Cycle,132.0,Maricopa,Electric Utility,1976.0
Arizona Public Service Co,AZ,Natural Gas Fired Combined Cycle,132.0,Maricopa,Electric Utility,1976.0
Arizona Public Service Co,AZ,Natural Gas Fired Combined Cycle,132.0,Maricopa,Electric Utility,1976.0
Arizona Public Service Co,AZ,Natural Gas Fired Combined Cycle,91.0,Maricopa,Electric Utility,2001.0
Arizona Public Service Co,AZ,Natural Gas Fired Combined Cycle,44.6,Maricopa,Electric Utility,2001.0
Arizona Public Service Co,AZ,Natural Gas Fired Combined Cycle,184.0,Maricopa,Electric Utility,2003.0
Arizona Public Service Co,AZ,Natural Gas Fired Combined Cycle,184.0,Maricopa,Electric Utility,2003.0
Arizona Public Service Co,AZ,Natural Gas Fired Combined Cycle,201.0,Maricopa,Electric Utility,2003.0
Arizona Public Service Co,AZ,Natural Gas Fired Combustion Turbine,53.1,Maricopa,Electric Utility,1972.0
Arizona Public Service Co,AZ,Natural Gas Fired Combustion Turbine,53.1,Maricopa,Electric Utility,1973.0
Arizona Public Service Co,AZ,Natural Gas Fired Combustion Turbine,78.3,Pinal,Electric Utility,2002.0
Arizona Public Service Co,AZ,Natural Gas Fired Combustion Turbine,53.1,Pinal,Electric Utility,1972.0
Arizona Public Service Co,AZ,Natural Gas Fired Combustion Turbine,53.1,Pinal,Electric Utility,1973.0
Arizona Public Service Co,AZ,Natural Gas Fired Combustion Turbine,19.6,Yuma,Electric Utility,1971.0
Arizona Public Service Co,AZ,Natural Gas Fired Combustion Turbine,19.6,Yuma,Electric Utility,1971.0
Arizona Public Service Co,AZ,Petroleum Liquids,25.3,Yuma,Electric Utility,1978.0
Arizona Public Service Co,AZ,Natural Gas Fired Combustion Turbine,72.4,Yuma,Electric Utility,1973.0
Arizona Public Service Co,AZ,Petroleum Liquids,72.4,Yuma,Electric Utility,1974.0
Arizona Public Service Co,AZ,Natural Gas Fired Combustion Turbine,60.5,Yuma,Electric Utility,2008.0
Arizona Public Service Co,AZ,Natural Gas Fired Combustion Turbine,60.5,Yuma,Electric Utility,2008.0
Arizona Public Service Co,AZ,Natural Gas Steam Turbine,86.7,Yuma,Electric Utility,1959.0
Tucson Electric Power Co,AZ,Natural Gas Fired Combustion Turbine,85.0,Pima,Electric Utility,2001.0
Tucson Electric Power Co,AZ,Natural Gas Steam Turbine,173.3,Pima,Electric Utility,1967.0
Tucson Electric Power Co,AZ,Natural Gas Fired Combustion Turbine,27.0,Pima,Electric Utility,1972.0
Tucson Electric Power Co,AZ,Natural Gas Fired Combustion Turbine,27.0,Pima,Electric Utility,1972.0
